tg_ecotypeid,name,CS_number,country,latitude,longitude,collector,seq_by
9532,IP_Cdo_0,CS76762,ESP,42.23,4.64,Carlos Alonso-Blanco,Monsanto
9533,IP_Cem_0,CS76763,ESP,41.15,4.32,Carlos Alonso-Blanco,Monsanto
9534,IP_Cmo_3,CS76774,ESP,40.05,4.65,Carlos Alonso-Blanco,Monsanto
9535,IP_Coc_1,CS76776,ESP,42.31,3.19,Xavier Picó,Monsanto
9536,IP_Cor_0,CS76782,ESP,40.83,2,Carlos Alonso-Blanco,Monsanto
9537,IP_Cum_1,CS76787,ESP,38.07,6.66,Carlos Alonso-Blanco,Monsanto
9539,IP_Deh_1,CS76793,ESP,40.29,6.67,Carlos Alonso-Blanco,Monsanto
9540,IP_Elb_0,CS76838,ESP,41.81,2.34,Xavier Picó,Monsanto
9541,IP_Fue_2,CS76871,ESP,38.26,5.42,Carlos Alonso-Blanco,Monsanto
9542,IP_Fun_0,CS76872,ESP,40.79,4.05,Carlos Alonso-Blanco,Monsanto
9543,IP_Gra_0,CS76886,ESP,36.77,5.39,Xavier Picó,Monsanto
9544,IP_Gua_1,CS76894,ESP,39.4,5.33,Carlos Alonso-Blanco,Monsanto
9545,IP_Her_12,CS76920,ESP,39.4,5.78,Carlos Alonso-Blanco,Monsanto
9546,IP_Hom_4,CS76929,ESP,40.82,1.68,Carlos Alonso-Blanco,Monsanto
9547,IP_Hor_0,CS76930,ESP,41.67,2.62,Xavier Picó,Monsanto
9548,IP_Hoy_0,CS76939,ESP,40.4,5,Carlos Alonso-Blanco,Monsanto
9549,IP_Hum_2,CS76943,ESP,42.23,3.69,Carlos Alonso-Blanco,Monsanto
9550,IP_Iso_4,CS76946,ESP,43.05,5.37,Carlos Alonso-Blanco,Monsanto
9551,IP_Jim_1,CS76955,ESP,42.28,5.92,Carlos Alonso-Blanco,Monsanto
9552,IP_Lab_7,CS76995,ESP,40.87,4.5,Carlos Alonso-Blanco,Monsanto
9553,IP_Ldd_0,CS77012,ESP,41.58,4.71,Carlos Alonso-Blanco,Monsanto
9554,IP_Lso_0,CS77055,ESP,38.86,3.16,Carlos Alonso-Blanco,Monsanto
9555,IP_Mar_1,CS77068,ESP,39.58,3.93,Carlos Alonso-Blanco,Monsanto
9556,IP_Men_2,CS77081,ESP,39.66,4.34,Xavier Picó,Monsanto
9557,IP_Moa_0,CS77102,ESP,42.46,0.7,Carlos Alonso-Blanco,Monsanto
9558,IP_Moc_11,CS77103,ESP,41.57,5.64,Carlos Alonso-Blanco,Monsanto
9559,IP_Mon_5,CS77107,ESP,38.06,4.38,Carlos Alonso-Blanco,Monsanto
9560,IP_Mot_0,CS77109,ESP,38.19,6.24,Carlos Alonso-Blanco,Monsanto
9561,IP_Mun_0,CS77114,ESP,40.71,5.04,Carlos Alonso-Blanco,Monsanto
9562,IP_Mur_0,CS77115,ESP,41.67,2,Xavier Picó,Monsanto
9564,IP_Nog_17,CS77129,ESP,40.45,1.6,Xavier Picó,Monsanto
9565,IP_Orb_10,CS77152,ESP,42.97,1.23,Carlos Alonso-Blanco,Monsanto
9567,IP_Pal_0,CS77159,ESP,42.34,1.3,Xavier Picó,Monsanto
9568,IP_Pan_0,CS77160,ESP,42.76,0.23,Carlos Alonso-Blanco,Monsanto
9569,IP_Pds_1,CS77166,ESP,42.87,6.45,Carlos Alonso-Blanco,Monsanto
9571,IP_Pro_0,CS78914,ESP,43.28,6.01,Carlos Alonso-Blanco,Monsanto
9573,IP_Rds_0,CS77206,ESP,41.86,2.99,Xavier Picó,Monsanto
9574,IP_Rel_0,CS77209,ESP,38.6,2.7,Carlos Alonso-Blanco,Monsanto
9576,IP_Rev_0,CS77213,ESP,40.86,4.11,Carlos Alonso-Blanco,Monsanto
9577,IP_Ria_0,CS77216,ESP,42.34,2.17,Xavier Picó,Monsanto
9578,IP_Sac_0,CS77229,ESP,42.13,6.7,Carlos Alonso-Blanco,Monsanto
9579,IP_San_10,CS77232,ESP,38.33,3.51,Carlos Alonso-Blanco,Monsanto
9581,IP_Sdv_3,CS77242,ESP,42.84,5.12,Carlos Alonso-Blanco,Monsanto
9582,IP_Ses_0,CS77244,ESP,41.48,1.63,Carlos Alonso-Blanco,Monsanto
9583,IP_Sne_0,CS77258,ESP,37.09,3.38,Carlos Alonso-Blanco,Monsanto
9584,IP_Stp_0,CS77283,ESP,41.19,3.58,Carlos Alonso-Blanco,Monsanto
9585,IP_Svi_0,CS77287,ESP,43.4,7.39,Carlos Alonso-Blanco,Monsanto
9586,IP_Tam_0,CS77340,ESP,41.03,3.27,Carlos Alonso-Blanco,Monsanto
9587,IP_Tdc_0,CS77344,ESP,41.5,1.88,Carlos Alonso-Blanco,Monsanto
9588,IP_Tol_7,CS77371,ESP,42.11,0.6,Xavier Picó,Monsanto
9589,IP_Tor_1,CS77378,ESP,41.6,2.83,Carlos Alonso-Blanco,Monsanto
9590,IP_Trs_0,CS77387,ESP,43.37,5.49,Carlos Alonso-Blanco,Monsanto
9591,IP_Vad_0,CS78826,ESP,42.86,3.59,Carlos Alonso-Blanco,Monsanto
9592,IP_Vae_2,CS78827,ESP,42.1,5.44,Carlos Alonso-Blanco,Monsanto
9593,IP_Vaz_0,CS78836,ESP,42.26,2.99,Carlos Alonso-Blanco,Monsanto
9594,IP_Vdm_0,CS78837,ESP,42.04,1.01,Carlos Alonso-Blanco,Monsanto
9595,IP_Vdt_0,CS78838,ESP,40.89,5.5,Carlos Alonso-Blanco,Monsanto
9596,IP_Ver_5,CS78841,ESP,41.95,7.45,Carlos Alonso-Blanco,Monsanto
9597,IP_Vig_1,CS78843,ESP,42.31,2.53,Carlos Alonso-Blanco,Monsanto
9598,IP_Vim_0,CS78844,ESP,41.88,6.51,Carlos Alonso-Blanco,Monsanto
9599,IP_Vin_0,CS78846,ESP,42.8,5.77,Carlos Alonso-Blanco,Monsanto
9600,IP_Vis_0,CS78848,ESP,39.85,6.04,Carlos Alonso-Blanco,Monsanto
9601,IP_Voz_0,CS78849,ESP,41.85,1.88,Carlos Alonso-Blanco,Monsanto
9602,IP_Vpa_1,CS78850,ESP,40.5,3.96,Carlos Alonso-Blanco,Monsanto
9606,Aitba_1,CS76649,MAR,31.48,7.45,0,Monsanto
9607,Panik_1,CS77161,RUS,53.05,52.15,0,Monsanto
9608,Karag_2,CS76961,RUS,51.37,59.44,0,Monsanto
9609,Adam_1,CS76645,RUS,51.41,59.98,0,Monsanto
9610,Lesno_4,CS77034,RUS,53.04,51.96,0,Monsanto
9611,Lesno_1,CS77032,RUS,53.04,51.9,0,Monsanto
9612,Lesno_2,CS77033,RUS,53.04,51.94,0,Monsanto
9613,Balan_1,CS76687,RUS,55.36,61.41,0,Monsanto
9615,Parti_1,CS77163,RUS,52.99,52.16,0,Monsanto
9616,Krazo_1,CS76984,RUS,53.06,51.96,0,Monsanto
9617,Karag_1,CS76960,RUS,51.37,59.44,0,Monsanto
9619,Basta_1,CS76691,RUS,51.84,79.48,0,Monsanto
9620,Basta_2,CS76692,RUS,51.82,79.48,0,Monsanto
9621,Basta_3,CS76693,RUS,51.84,79.46,0,Monsanto
9622,Bijisk_4,CS76707,RUS,52.52,85.27,0,Monsanto
9624,Chaba_2,CS76767,RUS,53.6,79.37,0,Monsanto
9625,Kolyv_2,CS76977,RUS,51.31,82.59,0,Monsanto
9626,Kolyv_3,CS76978,RUS,51.36,82.59,0,Monsanto
9627,Kolyv_5,CS76979,RUS,51.32,82.55,0,Monsanto
9628,Kolyv_6,CS76980,RUS,51.33,82.54,0,Monsanto
9629,K_oze_1,CS76957,RUS,51.35,82.18,0,Monsanto
9630,K_oze_3,CS76958,RUS,51.34,82.16,0,Monsanto
9631,Lebja_1,CS77015,RUS,51.65,80.79,0,Monsanto
9632,Lebja_2,CS77016,RUS,51.67,80.82,0,Monsanto
9633,Lebja_4,CS77017,RUS,51.63,80.83,0,Monsanto
9634,Masl_1,CS77073,RUS,54.13,81.31,0,Monsanto
9635,Nosov_1,CS77130,RUS,51.87,80.6,0,Monsanto
9636,Noveg_1,CS77131,RUS,51.75,80.82,0,Monsanto
9637,Noveg_2,CS77132,RUS,51.77,80.85,0,Monsanto
9638,Noveg_3,CS77133,RUS,51.73,80.86,0,Monsanto
9639,Panke_1,CS77162,RUS,53.82,80.31,0,Monsanto
9640,Rakit_1,CS77202,RUS,51.87,80.06,0,Monsanto
9641,Rakit_2,CS77203,RUS,51.9,80.06,0,Monsanto
9642,Rakit_3,CS77204,RUS,51.84,80.06,0,Monsanto
9643,Sever_1,CS77245,RUS,52.1,79.31,0,Monsanto
9644,Zupan_1,CS78882,CRO,45.07,18.72,0,Monsanto
9645,Gradi_1,CS76887,CRO,45.17,18.7,0,Monsanto
9646,Aiell_1,CS76648,ITA,39.126899,16.170188,,Monsanto
9647,Basen_1,CS76690,ITA,40.37,16.77,0,Monsanto
9648,Bisig_1,CS76712,ITA,39.48,16.28,0,Monsanto
9649,Bivio_1,CS76713,ITA,39.13,16.17,0,Monsanto
9651,Filet_1,CS76858,ITA,40.68,14.87,0,Monsanto
9653,Giffo_1,CS76878,ITA,38.44,16.13,0,Monsanto
9655,Marce_1,CS77071,ITA,38.92,16.47,0,Monsanto
9656,Marti_1,CS77072,ITA,40.64,17.31,0,Monsanto
9657,Melic_1,CS77078,ITA,38.45,16.04,0,Monsanto
9658,Nicas_1,CS77127,ITA,38.97,16.34,0,Monsanto
9659,Pigna_1,CS77177,ITA,41.18,14.18,0,Monsanto
9660,Sarno_1,CS77236,ITA,40.84,14.57,0,Monsanto
9661,Cimin_1,CS76771,ITA,39.58,16.21,0,Monsanto
9663,Teano_1,CS77357,ITA,41.33,14.09,0,Monsanto
9664,Mitterberg_1_179,CS78907,ITA,46.366,11.2832,Joerg Wunder,Monsanto
9665,Mitterberg_1_180,CS78908,ITA,46.366,11.2832,Joerg Wunder,Monsanto
9666,Mitterberg_1_182,CS78909,ITA,46.366,11.2832,Joerg Wunder,Monsanto
9667,Mitterberg_1_183,CS78910,ITA,46.366,11.2832,Joerg Wunder,Monsanto
9668,Mitterberg_2_184,CS77085,ITA,46.3668,11.2837,Joerg Wunder,Monsanto
9669,Mitterberg_2_185,CS77086,ITA,46.3668,11.2837,Joerg Wunder,Monsanto
9670,Mitterberg_2_186,CS77087,ITA,46.3668,11.2837,Joerg Wunder,Monsanto
9671,Mitterberg_3_187,CS77088,ITA,46.3668,11.2837,Joerg Wunder,Monsanto
9672,Mitterberg_3_188,CS77089,ITA,46.3668,11.2837,Joerg Wunder,Monsanto
9673,Mitterberg_3_189,CS77090,ITA,46.3668,11.2837,Joerg Wunder,Monsanto
9676,Mitterberg_4_192,CS77093,ITA,46.3718,11.2866,Joerg Wunder,Monsanto
9677,Mitterberg_4_193,CS77094,ITA,46.3718,11.2866,Joerg Wunder,Monsanto
9678,Mitterberg_4_194,CS77095,ITA,46.3718,11.2866,Joerg Wunder,Monsanto
9679,Castelfed_1_195,CS76744,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9680,Castelfed_1_196,CS76745,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9681,Castelfed_1_197,CS76746,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9682,Castelfed_1_198,CS76747,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9683,Castelfed_1_199,CS76748,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9684,Castelfed_2_200,CS76749,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9685,Castelfed_2_201,CS76750,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9686,Castelfed_2_202,CS76751,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9687,Castelfed_2_203,CS76752,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9689,Castelfed_3_205,CS76754,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9690,Castelfed_3_206,CS76755,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9691,Castelfed_3_207,CS76756,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9692,Castelfed_3_208,CS76757,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9693,Castelfed_3_209,CS76758,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9694,Castelfed_4_210,CS78891,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9695,Castelfed_4_211,CS78892,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9696,Castelfed_4_214,CS78893,ITA,46.3378,11.2928,Joerg Wunder,Monsanto
9697,Dolen_1,CS76802,BUL,41.62,23.94,0,Monsanto
9698,Goced_1,CS76882,BUL,41.57,23.85,0,Monsanto
9699,Kolar_1,CS76974,BUL,41.37,23.14,0,Monsanto
9700,Dolna_1_10,CS76803,BUL,42.32,23.1,0,Monsanto
9701,Ivano_1,CS76954,BUL,43.7,25.91,0,Monsanto
9703,Melni_1,CS77079,BUL,41.53,23.39,0,Monsanto
9704,Melni_2,CS77080,BUL,41.53,23.39,0,Monsanto
9705,Choto_1,CS76769,BUL,41.5,23.33,0,Monsanto
9706,Dospa_1,CS76807,BUL,41.64,24.18,0,Monsanto
9707,Podvi_1,CS77187,BUL,41.57,24.84,0,Monsanto
9708,Kardz_1,CS76962,BUL,41.62,25.35,0,Monsanto
9709,Zerev_1_34,CS78878,BUL,41.85,23.13,0,Monsanto
9710,Zerev_1_35,CS78879,BUL,41.85,23.13,0,Monsanto
9711,Dolna_1_39,CS76804,BUL,42.32,23.1,0,Monsanto
9712,Dolna_1_40,CS76805,BUL,42.32,23.1,0,Monsanto
9713,Stara_1,CS77271,BUL,42.49,25.61,0,Monsanto
9714,Grivo_1,CS76888,BUL,41.84,25.75,0,Monsanto
9716,Leska_1_44,CS77030,BUL,41.54,24.98,0,Monsanto
9717,Kardz_2,CS76963,BUL,41.66,25.47,0,Monsanto
9718,Smolj_1,CS77256,BUL,41.55,24.75,0,Monsanto
9719,Koren_1,CS76983,BUL,41.83,25.69,0,Monsanto
9720,Malak_1,CS77064,BUL,41.77,25.68,0,Monsanto
9721,Schip_1,CS77239,BUL,42.72,25.33,0,Monsanto
9722,Groch_1,CS76890,BUL,41.71,24.41,0,Monsanto
9723,Slavi_2,CS77252,BUL,41.42,23.67,0,Monsanto
9725,Epidauros_1,CS76844,GRC,37.6,23.08,0,Monsanto
9726,Faneronemi_3,CS76853,GRC,37.07,22.04,0,Monsanto
9727,Olympia_2,CS77144,GRC,37.63,21.62,0,Monsanto
9728,Stiav_1,CS77279,SVK,48.46,18.9,0,Monsanto
9729,Stiav_2,CS77280,SVK,48.46,18.9,0,Monsanto
9730,Bela_1,CS76696,SVK,48.47,18.94,0,Monsanto
9731,Stiav_3,CS77281,SVK,48.46,18.9,0,Monsanto
9732,Halca_1,CS76909,SVK,48.47,18.96,0,Monsanto
9733,Bela_2,CS76697,SVK,48.47,18.94,0,Monsanto
9735,Bela_4,CS76699,SVK,48.47,18.94,0,Monsanto
9736,Teiu_2,CS77361,ROU,44.69,25.17,0,Monsanto
9737,Ulies_1,CS78815,ROU,45.95,22.62,0,Monsanto
9738,Bran_1,CS76722,ROU,45.57,25.42,0,Monsanto
9739,Toc_1,CS77370,ROU,46.01,22.33,0,Monsanto
9741,Orast_1,CS77151,ROU,45.84,23.16,0,Monsanto
9743,Furni_1,CS76873,ROU,45.14,25,0,Monsanto
9744,Iasi_1,CS76944,ROU,47.16,27.59,0,Monsanto
9745,Sij_1/96,CS77249,UZB,41.45,70.05,0,Monsanto
9747,Zabar_1,CS78870,SRB,44.38,21.22,0,Monsanto
9748,Zagub_1,CS78871,SRB,44.23,21.71,0,Monsanto
9749,Knjas_1,CS76971,SRB,43.54,22.29,0,Monsanto
9754,Sredn_1,CS77269,SRB,44.66,21.37,0,Monsanto
9755,Vajug_1,CS78828,SRB,44.56,22.56,0,Monsanto
9756,Staro_2,CS77273,SRB,44.3,21.08,0,Monsanto
9757,Staro_1,CS77272,SRB,44.3,21.08,0,Monsanto
9758,Altai_5,CS76433,CHN,47.75,88.4,0,Salk
9759,Anz_0,CS76439,IRN,37.47,49.47,0,Salk
9761,Bik_1,CS76449,LBN,33.92,35.7,0,Salk
9762,Etna_2,CS76487,ITA,37.69,14.98,0,Salk
9764,Qar_8a,CS76581,LBN,34.1,35.84,0,Salk
9766,Westkar_4,CS76629,KGZ,42.26,74.16,0,Salk
9768,Ru4_16,CS77225,GER,48.57,9.16,0,Monsanto
9769,HE_1,CS76916,GER,48.55,8.99,0,Monsanto
9770,KBG2_13,CS76966,GER,48.53,9.01,0,Monsanto
9771,Pfn_N2.2_6,CS77172,GER,48.56,9.11,0,Monsanto
9772,Hof_1,CS76925,GER,48.41,8.85,0,Monsanto
9774,Alt_1,CS76663,GER,48.59,9.22,0,Monsanto
9775,Berg_1,CS76701,GER,48.41,8.79,0,Monsanto
9776,Fell3_7,CS76857,GER,48.43,8.79,0,Monsanto
9777,Gn_1,CS76880,GER,48.57,9.17,0,Monsanto
9778,Bach_7,CS76679,GER,48.41,8.84,0,Monsanto
9779,Bai_10,CS76682,GER,48.5,8.78,0,Monsanto
9780,Fell2_4,CS76856,GER,48.43,8.79,0,Monsanto
9781,Kus2_2,CS76990,GER,48.52,9.11,0,Monsanto
9782,Lu3_30,CS77057,GER,48.53,9.09,0,Monsanto
9783,Tu_PK_7,CS77396,GER,48.52,9.05,0,Monsanto
9784,Erg2_6,CS76845,GER,48.5,8.8,0,Monsanto
9785,Ha_HBT1_2,CS76898,GER,48.54,9.02,0,Monsanto
9786,Ha_P_13,CS76901,GER,48.54,9.01,0,Monsanto
9787,HI_4,CS76922,GER,48.5,9,0,Monsanto
9788,KBG1_14,CS76965,GER,48.53,9.01,0,Monsanto
9789,Obh_13,CS77140,GER,48.39,8.96,0,Monsanto
9790,Gn2_3,CS76881,GER,48.58,9.18,0,Monsanto
9791,Haes_1,CS76914,GER,48.6,9.2,0,Monsanto
9792,Lu4_2,CS77058,GER,48.54,9.09,0,Monsanto
9793,Ru_N2,CS77224,GER,48.57,9.16,0,Monsanto
9794,Tu_B1_2,CS77391,GER,48.52,9.08,0,Monsanto
9795,Wank_2,CS78852,GER,48.5,9.11,0,Monsanto
9796,Bach2_1,CS76680,GER,48.41,8.84,0,Monsanto
9797,Ha_HBT2_10,CS76899,GER,48.54,9.02,0,Monsanto
9798,Ha_P2_1,CS76902,GER,48.54,9.01,0,Monsanto
9799,Hart_2,CS76913,GER,48.39,8.85,0,Monsanto
9800,Ha_S_B,CS76903,GER,48.54,9.01,0,Monsanto
9801,Ha_SP_2,CS76904,GER,48.54,9.01,0,Monsanto
9802,Kus3_1,CS76991,GER,48.51,9.11,0,Monsanto
9803,Muh_2,CS77113,GER,48.42,8.76,0,Monsanto
9804,Obe1_15,CS77139,GER,48.45,8.87,0,Monsanto
9805,Pfn_10,CS77171,GER,48.54,9.09,0,Monsanto
9806,Ru_2,CS77223,GER,48.56,9.16,0,Monsanto
9807,Schl_7,CS77240,GER,48.6,9.22,0,Monsanto
9808,Tu_B2_3,CS77392,GER,48.52,9.08,0,Monsanto
9809,Tu_KB_6,CS77393,GER,48.52,9.05,0,Monsanto
9810,Tu_KS_7,CS77394,GER,48.53,9.07,0,Monsanto
9811,Tu_NK_12,CS77395,GER,48.52,9.05,0,Monsanto
9812,Tu_W1,CS77397,GER,48.52,9.03,0,Monsanto
9813,BI_4,CS76706,GER,48.4,8.77,0,Monsanto
9814,Fell1_10,CS76855,GER,48.42,8.79,0,Monsanto
9815,Ha_HBT3_11,CS76900,GER,48.54,9.02,0,Monsanto
9816,Tu_WH,CS77398,GER,48.55,9.06,0,Monsanto
9817,IP_Ace_0,CS76642,ESP,39.84,6.6,Carlos Alonso-Blanco,Monsanto
9819,IP_Amu_0,CS76664,ESP,42.35,3.03,Carlos Alonso-Blanco,Monsanto
9820,IP_Are_0,CS76671,ESP,41,4.71,Carlos Alonso-Blanco,Monsanto
9821,IP_Aru_0,CS76674,ESP,41.81,2.49,Xavier Picó,Monsanto
9822,IP_Aul_0,CS76675,ESP,40.52,4.02,Carlos Alonso-Blanco,Monsanto
9823,IP_Bae_0,CS76681,ESP,43.34,5.84,Carlos Alonso-Blanco,Monsanto
9824,IP_Bes_5,CS76702,ESP,42.91,4.91,Carlos Alonso-Blanco,Monsanto
9825,IP_Boa_0,CS76714,ESP,40.4,3.88,Carlos Alonso-Blanco,Monsanto
9826,IP_Bor_0,CS76717,ESP,42.49,6.71,Carlos Alonso-Blanco,Monsanto
9827,IP_Bos_0,CS76719,ESP,42.78,0.69,Xavier Picó,Monsanto
9828,IP_Bra_0,CS76721,ESP,42.5,6.15,Xavier Picó,Monsanto
9830,IP_Bus_0,CS76736,ESP,36.97,3.28,Carlos Alonso-Blanco,Monsanto
9831,IP_Cas_0,CS76743,ESP,38.54,3.39,Carlos Alonso-Blanco,Monsanto
9832,IP_Cat_0,CS76759,ESP,40.54,3.69,Carlos Alonso-Blanco,Monsanto
9833,IP_Cha_0,CS76764,ESP,40.38,4.21,Carlos Alonso-Blanco,Monsanto
9834,IP_Cho_0,CS76768,ESP,40.51,3.9,Carlos Alonso-Blanco,Monsanto
9835,IP_Cir_0,CS76772,ESP,40.61,6.57,Carlos Alonso-Blanco,Monsanto
9836,IP_Cod_0,CS76777,ESP,41.25,1.32,Carlos Alonso-Blanco,Monsanto
9837,IP_Con_0,CS76780,ESP,37.94,5.6,Xavier Picó,Monsanto
9838,IP_Cot_0,CS76784,ESP,41.83,5.38,Carlos Alonso-Blanco,Monsanto
9839,IP_Coy_0,CS76785,ESP,40.44,4.27,Carlos Alonso-Blanco,Monsanto
9840,IP_Dar_0,CS76792,ESP,41.13,1.43,Carlos Alonso-Blanco,Monsanto
9841,IP_Ees_0,CS76836,ESP,40.59,4.15,Carlos Alonso-Blanco,Monsanto
9843,IP_Elp_0,CS76840,ESP,40.53,3.92,Carlos Alonso-Blanco,Monsanto
9844,IP_Esn_2,CS76846,ESP,42.27,0.19,Carlos Alonso-Blanco,Monsanto
9845,IP_Evs_0,CS76848,ESP,40.48,3.96,Carlos Alonso-Blanco,Monsanto
9846,IP_Ezc_2,CS76849,ESP,42.31,3.02,Carlos Alonso-Blanco,Monsanto
9847,IP_Fel_2,CS76854,ESP,43.31,5.7,Carlos Alonso-Blanco,Monsanto
9848,IP_Glo_1,CS76879,ESP,40.11,5.77,Carlos Alonso-Blanco,Monsanto
9849,IP_Gud_3,CS76895,ESP,40.65,4.11,Carlos Alonso-Blanco,Monsanto
9850,IP_Hec_0,CS76917,ESP,42.86,0.7,Carlos Alonso-Blanco,Monsanto
9851,IP_Hue_3,CS76942,ESP,42.96,6.1,Carlos Alonso-Blanco,Monsanto
9852,IP_Ini_0,CS76945,ESP,40.46,3.75,Carlos Alonso-Blanco,Monsanto
9853,IP_Lac_0,CS76996,ESP,43.33,5.91,Carlos Alonso-Blanco,Monsanto
9854,IP_Laf_1,CS76997,ESP,43.36,5.88,Carlos Alonso-Blanco,Monsanto
9855,IP_Lam_0,CS77008,ESP,40.57,3.89,Carlos Alonso-Blanco,Monsanto
9856,IP_Lch_0,CS77010,ESP,40.51,4,Carlos Alonso-Blanco,Monsanto
9857,IP_Leg_0,CS77019,ESP,40.33,3.8,Carlos Alonso-Blanco,Monsanto
9858,IP_Loz_0,CS77051,ESP,40.98,3.8,Carlos Alonso-Blanco,Monsanto
9859,IP_Lro_0,CS77054,ESP,40.5,3.88,Carlos Alonso-Blanco,Monsanto
9860,IP_Lum_0,CS77059,ESP,42.24,2.62,Carlos Alonso-Blanco,Monsanto
9861,IP_Mac_0,CS77061,ESP,40.72,3.21,Carlos Alonso-Blanco,Monsanto
9862,IP_Mad_0,CS77062,ESP,40.45,3.67,Carlos Alonso-Blanco,Monsanto
9864,IP_Mat_0,CS77074,ESP,41.76,2.69,Xavier Picó,Monsanto
9866,IP_Mdd_0,CS77076,ESP,41.89,2.79,Carlos Alonso-Blanco,Monsanto
9867,IP_Mie_1,CS77083,ESP,40.94,3.22,Xavier Picó,Monsanto
9868,IP_Moe_0,CS77104,ESP,41.78,2.37,Xavier Picó,Monsanto
9869,IP_Moj_0,CS77105,ESP,36.76,5.28,Xavier Picó,Monsanto
9870,IP_Moz_0,CS77111,ESP,41.91,0.17,Carlos Alonso-Blanco,Monsanto
9871,IP_Nac_0,CS77117,ESP,40.75,3.99,Carlos Alonso-Blanco,Monsanto
9873,IP_Ndc_0,CS77125,ESP,37.94,5.45,Xavier Picó,Monsanto
9874,IP_Oja_0,CS77143,ESP,42.34,3,Carlos Alonso-Blanco,Monsanto
9875,IP_Ovi_1,CS77155,ESP,43.38,5.87,Carlos Alonso-Blanco,Monsanto
9876,IP_Pad_0,CS77158,ESP,41.34,0.99,Carlos Alonso-Blanco,Monsanto
9877,IP_Pdl_0,CS77165,ESP,43.02,5.6,Carlos Alonso-Blanco,Monsanto
9878,IP_Pee_0,CS77167,ESP,40.78,3.62,Carlos Alonso-Blanco,Monsanto
9879,IP_Per_0,CS77169,ESP,37.6,1.12,Carlos Alonso-Blanco,Monsanto
9880,IP_Pib_1,CS77175,ESP,42.72,3.44,Carlos Alonso-Blanco,Monsanto
9881,IP_Pie_0,CS77176,ESP,40.46,5.32,Carlos Alonso-Blanco,Monsanto
9882,IP_Pil_0,CS77178,ESP,40.46,4.26,Carlos Alonso-Blanco,Monsanto
9883,IP_Piq_0,CS77179,ESP,42.1,2.56,Carlos Alonso-Blanco,Monsanto
9885,IP_Prd_0,CS77189,ESP,41.14,3.68,Carlos Alonso-Blanco,Monsanto
9886,IP_Pru_0,CS77190,ESP,42.38,1.73,Xavier Picó,Monsanto
9887,IP_Pun_0,CS77196,ESP,40.4,4.77,Carlos Alonso-Blanco,Monsanto
9888,IP_Pva_1,CS77197,ESP,40.93,3.31,Xavier Picó,Monsanto
9890,IP_Rib_1,CS77217,ESP,43.16,5.07,Carlos Alonso-Blanco,Monsanto
9891,IP_Sal_0,CS77230,ESP,41.93,2.92,Xavier Picó,Monsanto
9892,IP_Sam_0,CS77231,ESP,42.68,6.96,Carlos Alonso-Blanco,Monsanto
9894,IP_Sen_0,CS77243,ESP,42.59,0.76,Xavier Picó,Monsanto
9895,IP_Sfb_6,CS77248,ESP,41.78,2.57,Xavier Picó,Monsanto
9897,IP_Smt_1,CS77257,ESP,40.95,5.63,Xavier Picó,Monsanto
9898,IP_Som_0,CS77259,ESP,41.14,3.58,Carlos Alonso-Blanco,Monsanto
9899,IP_Tau_0,CS77342,ESP,42.54,0.84,Xavier Picó,Monsanto
9900,IP_Tri_0,CS77386,ESP,37.38,6.01,Xavier Picó,Monsanto
9901,IP_Urd_1,CS78824,ESP,42.27,2.98,Carlos Alonso-Blanco,Monsanto
9902,IP_Usa_0,CS78825,ESP,40.71,3.24,Carlos Alonso-Blanco,Monsanto
9903,IP_Val_0,CS78829,ESP,42.31,3.1,Carlos Alonso-Blanco,Monsanto
9904,IP_Vas_0,CS78833,ESP,40.95,3.31,Carlos Alonso-Blanco,Monsanto
9905,IP_Ven_0,CS78840,ESP,40.76,4.01,Carlos Alonso-Blanco,Monsanto
9906,IP_Mah_6,CS77063,ESP,40,4.25,Xavier Picó,Monsanto
9908,ESP_1_11,CS76847,FRA,50.72,3.47,0,Monsanto
9909,GEN_8,CS76877,FRA,50.59,3.3,0,Monsanto
9910,BRI_2,CS76725,FRA,50.68,3.52,0,Monsanto
9911,ARGE_1_15,CS76672,FRA,47.16,4.28,0,Monsanto
9912,CIRY_13,CS76773,FRA,46.67,4.55,0,Monsanto
9914,IST_29,CS76948,FRA,47.58,5.33,0,Monsanto
9915,MAR_4_16,CS77069,FRA,47.45,3.94,0,Monsanto
9917,RAD_21,CS77200,FRA,46.69,4.34,0,Monsanto
